CMDLINE python Benchmark.py
MEM 1973.722656 1777131087.1083
MEM 1981.472656 1777131087.2087
MEM 1989.222656 1777131087.3091
MEM 1997.472656 1777131087.4096
MEM 2005.097656 1777131087.5100
MEM 2012.347656 1777131087.6104
MEM 2019.097656 1777131087.7108
MEM 2027.097656 1777131087.8112
MEM 2034.847656 1777131087.9116
MEM 2042.847656 1777131088.0121
MEM 2050.472656 1777131088.1125
MEM 2057.972656 1777131088.2129
MEM 2065.597656 1777131088.3134
MEM 2073.597656 1777131088.4138
MEM 2081.097656 1777131088.5142
MEM 2088.222656 1777131088.6145
MEM 2095.472656 1777131088.7149
MEM 2095.472656 1777131088.8155
MEM 2095.472656 1777131088.9161
MEM 2095.472656 1777131089.0167
MEM 2095.472656 1777131089.1171
MEM 2095.472656 1777131089.2177
MEM 2095.472656 1777131089.3184
MEM 2095.472656 1777131089.4189
MEM 2095.472656 1777131089.5194
MEM 2095.472656 1777131089.6198
MEM 2095.472656 1777131089.7203
MEM 2095.472656 1777131089.8208
MEM 2095.472656 1777131089.9214
MEM 2095.472656 1777131090.0219
MEM 2095.472656 1777131090.1225
MEM 2095.472656 1777131090.2230
MEM 2095.472656 1777131090.3235
MEM 2095.472656 1777131090.4240
MEM 2095.472656 1777131090.5245
MEM 2095.472656 1777131090.6250
MEM 2095.472656 1777131090.7256
MEM 2095.472656 1777131090.8262
MEM 2095.472656 1777131090.9269
MEM 2095.472656 1777131091.0275
MEM 2095.472656 1777131091.1280
MEM 2095.472656 1777131091.2285
MEM 2095.472656 1777131091.3291
MEM 2095.472656 1777131091.4297
MEM 2095.472656 1777131091.5302
MEM 2095.472656 1777131091.6306
MEM 2095.472656 1777131091.7311
MEM 2095.472656 1777131091.8316
MEM 2095.472656 1777131091.9322
MEM 2095.472656 1777131092.0328
MEM 2101.597656 1777131092.1332
MEM 2109.222656 1777131092.2336
MEM 2116.722656 1777131092.3342
MEM 2124.847656 1777131092.4347
MEM 2132.972656 1777131092.5351
MEM 2140.222656 1777131092.6355
MEM 2147.847656 1777131092.7360
MEM 2156.222656 1777131092.8364
MEM 2163.847656 1777131092.9368
MEM 2171.472656 1777131093.0373
MEM 2179.472656 1777131093.1377
MEM 2187.597656 1777131093.2383
MEM 2195.347656 1777131093.3387
MEM 2203.347656 1777131093.4391
MEM 2210.972656 1777131093.5394
MEM 2218.472656 1777131093.6399
MEM 2226.222656 1777131093.7403
MEM 2232.847656 1777131093.8408
MEM 2240.597656 1777131093.9412
MEM 2248.222656 1777131094.0417
MEM 2256.097656 1777131094.1421
MEM 2264.097656 1777131094.2425
MEM 2271.722656 1777131094.3428
MEM 2279.222656 1777131094.4432
MEM 2286.597656 1777131094.5437
MEM 2293.972656 1777131094.6442
MEM 2301.597656 1777131094.7447
MEM 2308.722656 1777131094.8450
MEM 2316.472656 1777131094.9455
MEM 2324.222656 1777131095.0460
MEM 2332.097656 1777131095.1464
MEM 2339.722656 1777131095.2468
MEM 2347.222656 1777131095.3472
MEM 2354.347656 1777131095.4476
MEM 2361.972656 1777131095.5480
MEM 2369.222656 1777131095.6484
MEM 2376.972656 1777131095.7489
MEM 2384.097656 1777131095.8494
MEM 2391.222656 1777131095.9503
MEM 2398.472656 1777131096.0508
MEM 2405.222656 1777131096.1513
MEM 2411.972656 1777131096.2522
MEM 2418.347656 1777131096.3531
MEM 2425.097656 1777131096.4540
MEM 2431.722656 1777131096.5547
MEM 2438.222656 1777131096.6556
MEM 2444.722656 1777131096.7563
MEM 2450.972656 1777131096.8573
MEM 2456.847656 1777131096.9584
MEM 2462.972656 1777131097.0591
MEM 2469.597656 1777131097.1596
MEM 2476.347656 1777131097.2602
MEM 2482.972656 1777131097.3607
MEM 2489.972656 1777131097.4613
MEM 2497.472656 1777131097.5617
MEM 2505.222656 1777131097.6621
MEM 2512.972656 1777131097.7625
MEM 2520.347656 1777131097.8630
MEM 2526.597656 1777131097.9633
MEM 2534.097656 1777131098.0637
MEM 2541.847656 1777131098.1641
MEM 2549.972656 1777131098.2645
MEM 2557.597656 1777131098.3649
MEM 2565.597656 1777131098.4653
MEM 2571.472656 1777131098.5662
MEM 2571.472656 1777131098.6668
MEM 2571.472656 1777131098.7673
MEM 2571.472656 1777131098.8679
MEM 2571.472656 1777131098.9686
MEM 2571.472656 1777131099.0693
MEM 2571.472656 1777131099.1699
MEM 2571.472656 1777131099.2704
MEM 2571.472656 1777131099.3709
MEM 2571.472656 1777131099.4714
MEM 2571.472656 1777131099.5720
MEM 2571.472656 1777131099.6725
MEM 2571.472656 1777131099.7731
MEM 2571.472656 1777131099.8736
MEM 2571.472656 1777131099.9739
MEM 2571.472656 1777131100.0744
MEM 2571.472656 1777131100.1749
MEM 2571.472656 1777131100.2755
MEM 2571.472656 1777131100.3760
MEM 2571.472656 1777131100.4765
MEM 2571.472656 1777131100.5771
MEM 2571.472656 1777131100.6776
MEM 2571.472656 1777131100.7782
MEM 2571.472656 1777131100.8787
MEM 2571.472656 1777131100.9793
MEM 2571.472656 1777131101.0799
MEM 2571.472656 1777131101.1804
MEM 2571.472656 1777131101.2810
MEM 2571.472656 1777131101.3817
MEM 2571.472656 1777131101.4823
MEM 2571.472656 1777131101.5830
MEM 2571.472656 1777131101.6835
MEM 2571.472656 1777131101.7841
MEM 2571.472656 1777131101.8846
MEM 2571.472656 1777131101.9850
MEM 2571.472656 1777131102.0855
MEM 2571.472656 1777131102.1861
MEM 2571.472656 1777131102.2866
MEM 2571.472656 1777131102.3872
MEM 2571.472656 1777131102.4877
MEM 2571.472656 1777131102.5882
MEM 2571.472656 1777131102.6888
MEM 2577.722656 1777131102.7893
MEM 2585.472656 1777131102.8897
MEM 2593.847656 1777131102.9901
MEM 2601.472656 1777131103.0905
MEM 2609.222656 1777131103.1909
MEM 2617.097656 1777131103.2913
MEM 2625.222656 1777131103.3917
MEM 2633.847656 1777131103.4921
MEM 2641.472656 1777131103.5926
MEM 2648.722656 1777131103.6929
MEM 2656.472656 1777131103.7934
MEM 2664.097656 1777131103.8939
MEM 2670.222656 1777131103.9944
MEM 2676.222656 1777131104.0948
MEM 2683.972656 1777131104.1952
MEM 2691.847656 1777131104.2957
MEM 2699.597656 1777131104.3961
MEM 2706.722656 1777131104.4965
MEM 2714.972656 1777131104.5969
MEM 2721.722656 1777131104.6974
MEM 2729.222656 1777131104.7978
MEM 2736.972656 1777131104.8985
MEM 2744.847656 1777131104.9991
MEM 2752.472656 1777131105.0996
MEM 2758.597656 1777131105.2001
MEM 2765.222656 1777131105.3005
MEM 2773.347656 1777131105.4010
MEM 2780.847656 1777131105.5017
MEM 2789.097656 1777131105.6021
MEM 2796.472656 1777131105.7026
MEM 2803.972656 1777131105.8032
MEM 2811.847656 1777131105.9037
MEM 2819.722656 1777131106.0041
MEM 2826.722656 1777131106.1045
MEM 2834.222656 1777131106.2049
MEM 2841.722656 1777131106.3054
MEM 2849.597656 1777131106.4058
MEM 2857.347656 1777131106.5062
MEM 2865.722656 1777131106.6067
MEM 2872.972656 1777131106.7071
MEM 2880.722656 1777131106.8075
MEM 2888.597656 1777131106.9079
MEM 2896.597656 1777131107.0083
MEM 2903.847656 1777131107.1087
MEM 2911.722656 1777131107.2092
MEM 2919.097656 1777131107.3096
MEM 2926.972656 1777131107.4100
MEM 2934.472656 1777131107.5105
MEM 2941.972656 1777131107.6109
MEM 2948.847656 1777131107.7112
MEM 2956.722656 1777131107.8116
MEM 2964.847656 1777131107.9120
MEM 2972.347656 1777131108.0124
MEM 2980.347656 1777131108.1129
MEM 2987.472656 1777131108.2134
MEM 2995.097656 1777131108.3138
MEM 3002.972656 1777131108.4143
MEM 3010.722656 1777131108.5148
MEM 3019.546875 1777131108.6154
MEM 3026.671875 1777131108.7164
MEM 3034.296875 1777131108.8169
MEM 3041.796875 1777131108.9176
MEM 3049.921875 1777131109.0180
MEM 3057.796875 1777131109.1187
MEM 3065.796875 1777131109.2191
MEM 3073.171875 1777131109.3195
MEM 3080.546875 1777131109.4199
MEM 3088.046875 1777131109.5204
MEM 3095.796875 1777131109.6208
MEM 3103.046875 1777131109.7212
MEM 3110.421875 1777131109.8217
MEM 3117.421875 1777131109.9221
MEM 3124.921875 1777131110.0224
MEM 3132.171875 1777131110.1228
MEM 3138.421875 1777131110.2232
MEM 3145.921875 1777131110.3236
MEM 3153.296875 1777131110.4240
MEM 3156.171875 1777131110.5246
MEM 3156.171875 1777131110.6253
MEM 3156.171875 1777131110.7258
MEM 3156.171875 1777131110.8264
MEM 3156.171875 1777131110.9270
MEM 3156.171875 1777131111.0277
MEM 3156.171875 1777131111.1283
MEM 3156.171875 1777131111.2289
MEM 3156.171875 1777131111.3296
MEM 3156.171875 1777131111.4301
MEM 3156.171875 1777131111.5307
MEM 3156.171875 1777131111.6312
MEM 3156.171875 1777131111.7317
MEM 3156.171875 1777131111.8322
MEM 3156.171875 1777131111.9328
MEM 3156.171875 1777131112.0334
MEM 3156.171875 1777131112.1339
MEM 3156.171875 1777131112.2344
MEM 3156.171875 1777131112.3349
MEM 3156.171875 1777131112.4354
MEM 3156.171875 1777131112.5359
MEM 3156.171875 1777131112.6364
MEM 3156.171875 1777131112.7368
MEM 3156.171875 1777131112.8374
MEM 3156.171875 1777131112.9379
MEM 3156.171875 1777131113.0385
MEM 3156.171875 1777131113.1389
MEM 3156.171875 1777131113.2394
MEM 3156.171875 1777131113.3400
MEM 3156.171875 1777131113.4405
MEM 3156.171875 1777131113.5411
MEM 3156.171875 1777131113.6416
MEM 3156.171875 1777131113.7421
MEM 3156.171875 1777131113.8426
MEM 3156.171875 1777131113.9432
MEM 3156.171875 1777131114.0437
MEM 3156.171875 1777131114.1443
MEM 3156.171875 1777131114.2448
MEM 3156.171875 1777131114.3453
MEM 3156.171875 1777131114.4457
MEM 3156.171875 1777131114.5464
MEM 3156.171875 1777131114.6472
MEM 3156.171875 1777131114.7476
MEM 3156.171875 1777131114.8481
MEM 3156.171875 1777131114.9485
MEM 3156.171875 1777131115.0490
MEM 3156.171875 1777131115.1496
MEM 3156.171875 1777131115.2501
MEM 3156.171875 1777131115.3506
MEM 3156.171875 1777131115.4512
MEM 3157.171875 1777131115.5516
MEM 3164.421875 1777131115.6520
MEM 3171.671875 1777131115.7523
MEM 3179.546875 1777131115.8527
MEM 3187.671875 1777131115.9531
MEM 3195.796875 1777131116.0535
MEM 3203.671875 1777131116.1540
MEM 3212.171875 1777131116.2544
MEM 3218.921875 1777131116.3548
MEM 3226.671875 1777131116.4552
MEM 3234.796875 1777131116.5556
MEM 3242.421875 1777131116.6560
MEM 3249.921875 1777131116.7563
MEM 3257.921875 1777131116.8567
MEM 3266.046875 1777131116.9573
MEM 3274.296875 1777131117.0577
MEM 3281.671875 1777131117.1581
MEM 3289.421875 1777131117.2585
MEM 3297.546875 1777131117.3589
MEM 3305.171875 1777131117.4593
MEM 3313.046875 1777131117.5596
MEM 3320.796875 1777131117.6600
MEM 3328.171875 1777131117.7604
MEM 3335.421875 1777131117.8609
MEM 3343.171875 1777131117.9613
MEM 3350.796875 1777131118.0618
MEM 3358.296875 1777131118.1626
MEM 3366.296875 1777131118.2632
MEM 3373.171875 1777131118.3636
MEM 3380.421875 1777131118.4640
MEM 3388.421875 1777131118.5645
MEM 3395.671875 1777131118.6649
MEM 3402.421875 1777131118.7654
MEM 3408.671875 1777131118.8661
MEM 3413.671875 1777131118.9666
MEM 3420.671875 1777131119.0671
MEM 3427.546875 1777131119.1676
MEM 3434.671875 1777131119.2680
MEM 3442.171875 1777131119.3684
MEM 3449.046875 1777131119.4688
MEM 3456.046875 1777131119.5692
MEM 3463.421875 1777131119.6697
MEM 3470.296875 1777131119.7701
MEM 3477.796875 1777131119.8705
MEM 3485.171875 1777131119.9708
MEM 3492.046875 1777131120.0712
MEM 3499.796875 1777131120.1717
MEM 3507.421875 1777131120.2721
MEM 3515.421875 1777131120.3727
MEM 3521.546875 1777131120.4731
MEM 3528.546875 1777131120.5735
MEM 3536.171875 1777131120.6739
MEM 3543.046875 1777131120.7743
MEM 3551.046875 1777131120.8747
MEM 3558.046875 1777131120.9751
MEM 3564.796875 1777131121.0755
MEM 3572.296875 1777131121.1759
MEM 3580.046875 1777131121.2763
MEM 3587.671875 1777131121.3768
MEM 3594.921875 1777131121.4774
MEM 3601.921875 1777131121.5780
MEM 3609.546875 1777131121.6787
MEM 3616.546875 1777131121.7793
MEM 3624.171875 1777131121.8799
MEM 3631.546875 1777131121.9808
MEM 3638.796875 1777131122.0814
MEM 3646.546875 1777131122.1819
MEM 3654.171875 1777131122.2823
MEM 3662.046875 1777131122.3827
MEM 3668.421875 1777131122.4833
MEM 3675.546875 1777131122.5837
MEM 3683.046875 1777131122.6842
MEM 3690.046875 1777131122.7846
MEM 3697.546875 1777131122.8849
MEM 3704.671875 1777131122.9854
MEM 3711.921875 1777131123.0858
MEM 3719.671875 1777131123.1863
MEM 3727.296875 1777131123.2867
MEM 3734.921875 1777131123.3871
MEM 3742.046875 1777131123.4875
MEM 3749.046875 1777131123.5879
MEM 3756.671875 1777131123.6883
MEM 3763.796875 1777131123.7887
MEM 3771.296875 1777131123.8892
MEM 3778.421875 1777131123.9896
MEM 3785.671875 1777131124.0900
MEM 3793.796875 1777131124.1904
