CMDLINE python Benchmark.py
MEM 523.886719 1777131565.8310
MEM 523.886719 1777131565.9316
MEM 523.886719 1777131566.0321
MEM 527.511719 1777131566.1326
MEM 534.886719 1777131566.2330
MEM 542.386719 1777131566.3334
MEM 550.261719 1777131566.4338
MEM 557.886719 1777131566.5343
MEM 565.136719 1777131566.6347
MEM 572.511719 1777131566.7351
MEM 580.136719 1777131566.8355
MEM 587.761719 1777131566.9360
MEM 595.261719 1777131567.0366
MEM 602.886719 1777131567.1373
MEM 610.511719 1777131567.2379
MEM 611.636719 1777131567.3384
MEM 611.636719 1777131567.4389
MEM 611.636719 1777131567.5395
MEM 611.636719 1777131567.6400
MEM 611.636719 1777131567.7406
MEM 611.636719 1777131567.8412
MEM 611.636719 1777131567.9418
MEM 612.386719 1777131568.0423
MEM 619.511719 1777131568.1429
MEM 627.386719 1777131568.2434
MEM 635.261719 1777131568.3439
MEM 643.136719 1777131568.4444
MEM 650.886719 1777131568.5448
MEM 657.886719 1777131568.6453
MEM 665.761719 1777131568.7458
MEM 673.386719 1777131568.8462
MEM 681.261719 1777131568.9467
MEM 688.886719 1777131569.0470
MEM 696.386719 1777131569.1475
MEM 704.136719 1777131569.2479
MEM 711.761719 1777131569.3483
MEM 718.761719 1777131569.4487
MEM 720.261719 1777131569.5493
MEM 720.261719 1777131569.6499
MEM 720.261719 1777131569.7504
MEM 720.261719 1777131569.8509
MEM 720.261719 1777131569.9515
MEM 720.261719 1777131570.0521
MEM 720.261719 1777131570.1527
MEM 720.261719 1777131570.2533
MEM 720.261719 1777131570.3538
MEM 721.636719 1777131570.4542
MEM 728.136719 1777131570.5546
MEM 735.386719 1777131570.6550
MEM 743.261719 1777131570.7557
MEM 751.011719 1777131570.8562
MEM 758.636719 1777131570.9569
MEM 766.386719 1777131571.0575
MEM 774.011719 1777131571.1580
MEM 781.761719 1777131571.2584
MEM 788.886719 1777131571.3588
MEM 796.511719 1777131571.4593
MEM 802.886719 1777131571.5598
MEM 806.386719 1777131571.6604
MEM 813.761719 1777131571.7607
MEM 821.011719 1777131571.8612
MEM 828.386719 1777131571.9616
MEM 836.011719 1777131572.0621
MEM 843.636719 1777131572.1625
MEM 851.261719 1777131572.2629
MEM 853.886719 1777131572.3635
MEM 853.886719 1777131572.4641
MEM 853.886719 1777131572.5646
MEM 853.886719 1777131572.6653
MEM 853.886719 1777131572.7658
MEM 853.886719 1777131572.8664
MEM 853.886719 1777131572.9669
MEM 853.886719 1777131573.0675
MEM 853.886719 1777131573.1680
MEM 853.886719 1777131573.2685
MEM 853.886719 1777131573.3692
MEM 853.886719 1777131573.4698
MEM 859.011719 1777131573.5701
MEM 866.136719 1777131573.6705
MEM 874.011719 1777131573.7711
MEM 881.511719 1777131573.8721
MEM 889.761719 1777131573.9728
MEM 897.136719 1777131574.0734
MEM 905.136719 1777131574.1740
MEM 912.761719 1777131574.2744
MEM 920.386719 1777131574.3748
MEM 928.386719 1777131574.4753
MEM 935.761719 1777131574.5757
MEM 943.261719 1777131574.6761
MEM 950.636719 1777131574.7765
MEM 958.511719 1777131574.8769
MEM 966.636719 1777131574.9774
MEM 974.136719 1777131575.0778
MEM 981.761719 1777131575.1782
MEM 989.386719 1777131575.2786
MEM 997.261719 1777131575.3790
MEM 1005.136719 1777131575.4794
MEM 1011.386719 1777131575.5798
MEM 1017.636719 1777131575.6802
MEM 1019.636719 1777131575.7808
MEM 1019.636719 1777131575.8815
MEM 1019.636719 1777131575.9822
MEM 1019.636719 1777131576.0827
MEM 1019.636719 1777131576.1832
MEM 1019.636719 1777131576.2837
MEM 1019.636719 1777131576.3843
MEM 1019.636719 1777131576.4848
MEM 1019.636719 1777131576.5853
MEM 1019.636719 1777131576.6858
MEM 1019.636719 1777131576.7864
MEM 1019.636719 1777131576.8869
MEM 1019.636719 1777131576.9875
MEM 1019.636719 1777131577.0880
MEM 1021.511719 1777131577.1884
MEM 1029.136719 1777131577.2889
MEM 1036.761719 1777131577.3893
MEM 1044.261719 1777131577.4898
MEM 1051.511719 1777131577.5902
MEM 1057.636719 1777131577.6906
MEM 1065.011719 1777131577.7910
MEM 1072.386719 1777131577.8914
MEM 1080.011719 1777131577.9918
MEM 1087.636719 1777131578.0922
MEM 1095.136719 1777131578.1926
MEM 1102.761719 1777131578.2930
MEM 1110.886719 1777131578.3934
MEM 1118.886719 1777131578.4938
MEM 1126.136719 1777131578.5943
MEM 1133.136719 1777131578.6947
MEM 1141.011719 1777131578.7950
MEM 1149.261719 1777131578.8955
MEM 1157.261719 1777131578.9959
MEM 1165.386719 1777131579.0963
MEM 1173.136719 1777131579.1967
MEM 1180.636719 1777131579.2971
MEM 1188.511719 1777131579.3976
MEM 1196.511719 1777131579.4982
MEM 1203.636719 1777131579.5987
MEM 1210.011719 1777131579.6992
MEM 1217.386719 1777131579.7996
MEM 1222.511719 1777131579.9001
MEM 1222.511719 1777131580.0009
MEM 1222.511719 1777131580.1015
MEM 1222.511719 1777131580.2022
MEM 1222.511719 1777131580.3027
MEM 1222.511719 1777131580.4033
MEM 1222.511719 1777131580.5038
MEM 1222.511719 1777131580.6043
MEM 1222.511719 1777131580.7048
MEM 1222.511719 1777131580.8054
MEM 1222.511719 1777131580.9059
MEM 1222.511719 1777131581.0065
MEM 1222.511719 1777131581.1071
MEM 1222.511719 1777131581.2076
MEM 1222.511719 1777131581.3082
MEM 1222.511719 1777131581.4087
MEM 1222.511719 1777131581.5093
MEM 1222.511719 1777131581.6097
MEM 1225.886719 1777131581.7102
MEM 1232.511719 1777131581.8106
MEM 1239.761719 1777131581.9110
MEM 1247.386719 1777131582.0114
MEM 1254.761719 1777131582.1119
MEM 1262.386719 1777131582.2123
MEM 1270.011719 1777131582.3127
MEM 1277.761719 1777131582.4133
MEM 1285.636719 1777131582.5136
MEM 1292.886719 1777131582.6140
MEM 1300.261719 1777131582.7144
MEM 1307.886719 1777131582.8151
MEM 1315.011719 1777131582.9155
MEM 1322.761719 1777131583.0159
MEM 1330.511719 1777131583.1163
MEM 1338.636719 1777131583.2168
MEM 1346.136719 1777131583.3173
MEM 1354.011719 1777131583.4177
MEM 1361.886719 1777131583.5184
MEM 1369.136719 1777131583.6188
MEM 1376.511719 1777131583.7192
MEM 1383.136719 1777131583.8197
MEM 1390.511719 1777131583.9204
MEM 1398.136719 1777131584.0211
MEM 1406.261719 1777131584.1217
MEM 1414.261719 1777131584.2223
MEM 1422.261719 1777131584.3228
MEM 1429.511719 1777131584.4233
MEM 1437.136719 1777131584.5237
MEM 1444.261719 1777131584.6242
MEM 1451.511719 1777131584.7247
MEM 1459.261719 1777131584.8251
MEM 1466.761719 1777131584.9256
MEM 1472.636719 1777131585.0261
MEM 1472.636719 1777131585.1266
MEM 1472.636719 1777131585.2272
MEM 1472.636719 1777131585.3280
MEM 1472.636719 1777131585.4286
MEM 1472.636719 1777131585.5291
MEM 1472.636719 1777131585.6296
MEM 1472.636719 1777131585.7301
MEM 1472.636719 1777131585.8305
MEM 1472.636719 1777131585.9310
MEM 1472.636719 1777131586.0316
MEM 1472.636719 1777131586.1321
MEM 1472.636719 1777131586.2326
MEM 1472.636719 1777131586.3333
MEM 1472.636719 1777131586.4338
MEM 1472.636719 1777131586.5344
MEM 1472.636719 1777131586.6348
MEM 1472.636719 1777131586.7354
MEM 1472.636719 1777131586.8359
MEM 1472.636719 1777131586.9364
MEM 1472.636719 1777131587.0370
MEM 1472.636719 1777131587.1375
MEM 1472.761719 1777131587.2380
MEM 1479.386719 1777131587.3384
MEM 1486.886719 1777131587.4388
MEM 1494.761719 1777131587.5392
MEM 1501.886719 1777131587.6397
MEM 1509.011719 1777131587.7401
MEM 1516.386719 1777131587.8407
MEM 1522.886719 1777131587.9414
MEM 1530.386719 1777131588.0418
MEM 1538.011719 1777131588.1423
MEM 1545.636719 1777131588.2427
MEM 1553.011719 1777131588.3431
MEM 1560.886719 1777131588.4435
MEM 1568.761719 1777131588.5439
MEM 1575.761719 1777131588.6443
MEM 1582.886719 1777131588.7448
MEM 1590.261719 1777131588.8453
MEM 1597.761719 1777131588.9457
MEM 1605.386719 1777131589.0461
MEM 1612.511719 1777131589.1465
MEM 1620.011719 1777131589.2469
MEM 1628.636719 1777131589.3473
MEM 1636.136719 1777131589.4476
MEM 1643.636719 1777131589.5480
MEM 1650.386719 1777131589.6484
MEM 1657.511719 1777131589.7488
MEM 1665.261719 1777131589.8495
MEM 1671.136719 1777131589.9500
MEM 1678.511719 1777131590.0504
MEM 1685.636719 1777131590.1510
MEM 1693.136719 1777131590.2514
MEM 1701.011719 1777131590.3520
MEM 1708.511719 1777131590.4527
MEM 1715.511719 1777131590.5542
MEM 1722.386719 1777131590.6547
MEM 1729.761719 1777131590.7553
MEM 1737.011719 1777131590.8558
MEM 1744.636719 1777131590.9562
MEM 1752.511719 1777131591.0566
MEM 1760.011719 1777131591.1572
MEM 1767.761719 1777131591.2576
MEM 1775.886719 1777131591.3581
MEM 1781.511719 1777131591.4587
MEM 1781.511719 1777131591.5592
MEM 1781.511719 1777131591.6597
MEM 1781.511719 1777131591.7603
MEM 1781.511719 1777131591.8609
MEM 1781.511719 1777131591.9614
MEM 1781.511719 1777131592.0619
MEM 1781.511719 1777131592.1624
MEM 1781.511719 1777131592.2629
MEM 1781.511719 1777131592.3634
MEM 1781.511719 1777131592.4640
MEM 1781.511719 1777131592.5645
MEM 1781.511719 1777131592.6650
MEM 1781.511719 1777131592.7655
MEM 1781.511719 1777131592.8661
MEM 1781.511719 1777131592.9666
MEM 1781.511719 1777131593.0671
MEM 1781.511719 1777131593.1677
MEM 1781.511719 1777131593.2683
MEM 1781.511719 1777131593.3688
MEM 1781.511719 1777131593.4694
MEM 1781.511719 1777131593.5700
MEM 1781.511719 1777131593.6704
MEM 1781.511719 1777131593.7709
MEM 1781.511719 1777131593.8714
MEM 1781.511719 1777131593.9718
MEM 1781.511719 1777131594.0724
MEM 1784.886719 1777131594.1728
MEM 1792.011719 1777131594.2732
MEM 1799.886719 1777131594.3737
MEM 1807.511719 1777131594.4742
MEM 1815.261719 1777131594.5745
MEM 1822.511719 1777131594.6749
MEM 1829.636719 1777131594.7753
MEM 1837.011719 1777131594.8757
MEM 1844.261719 1777131594.9761
MEM 1852.511719 1777131595.0765
MEM 1860.136719 1777131595.1770
MEM 1867.636719 1777131595.2777
MEM 1875.636719 1777131595.3782
MEM 1882.886719 1777131595.4786
MEM 1889.761719 1777131595.5790
MEM 1896.886719 1777131595.6794
MEM 1904.261719 1777131595.7798
MEM 1911.761719 1777131595.8802
MEM 1919.261719 1777131595.9806
MEM 1925.761719 1777131596.0810
MEM 1933.386719 1777131596.1815
MEM 1940.886719 1777131596.2819
MEM 1948.261719 1777131596.3824
MEM 1955.886719 1777131596.4828
MEM 1963.386719 1777131596.5832
MEM 1971.136719 1777131596.6842
MEM 1978.011719 1777131596.7850
MEM 1985.261719 1777131596.8856
MEM 1993.011719 1777131596.9860
MEM 2000.761719 1777131597.0865
MEM 2008.511719 1777131597.1870
MEM 2016.261719 1777131597.2874
MEM 2023.511719 1777131597.3880
MEM 2031.136719 1777131597.4888
MEM 2038.886719 1777131597.5893
MEM 2046.761719 1777131597.6897
MEM 2053.636719 1777131597.7901
MEM 2060.886719 1777131597.8908
MEM 2068.761719 1777131597.9914
MEM 2075.386719 1777131598.0919
MEM 2082.761719 1777131598.1923
MEM 2090.261719 1777131598.2927
MEM 2097.636719 1777131598.3930
MEM 2105.386719 1777131598.4934
MEM 2113.011719 1777131598.5938
MEM 2120.636719 1777131598.6943
MEM 2127.511719 1777131598.7946
MEM 2135.136719 1777131598.8950
MEM 2142.886719 1777131598.9954
MEM 2151.011719 1777131599.0959
MEM 2158.636719 1777131599.1963
MEM 2163.886719 1777131599.2969
MEM 2163.886719 1777131599.3976
MEM 2163.886719 1777131599.4982
MEM 2163.886719 1777131599.5988
MEM 2163.886719 1777131599.6994
MEM 2163.886719 1777131599.8001
MEM 2163.886719 1777131599.9006
MEM 2163.886719 1777131600.0011
MEM 2163.886719 1777131600.1016
MEM 2163.886719 1777131600.2021
MEM 2163.886719 1777131600.3027
MEM 2163.886719 1777131600.4032
MEM 2163.886719 1777131600.5037
MEM 2163.886719 1777131600.6042
MEM 2163.886719 1777131600.7047
MEM 2163.886719 1777131600.8053
MEM 2163.886719 1777131600.9058
MEM 2163.886719 1777131601.0063
MEM 2163.886719 1777131601.1069
MEM 2163.886719 1777131601.2075
MEM 2163.886719 1777131601.3080
MEM 2163.886719 1777131601.4086
MEM 2163.886719 1777131601.5093
MEM 2163.886719 1777131601.6099
MEM 2163.886719 1777131601.7105
MEM 2163.886719 1777131601.8111
MEM 2163.886719 1777131601.9116
MEM 2163.886719 1777131602.0121
MEM 2163.886719 1777131602.1127
MEM 2163.886719 1777131602.2133
MEM 2163.886719 1777131602.3138
MEM 2163.886719 1777131602.4143
MEM 2163.886719 1777131602.5148
MEM 2163.886719 1777131602.6153
MEM 2167.136719 1777131602.7159
MEM 2172.011719 1777131602.8163
MEM 2177.261719 1777131602.9169
MEM 2182.261719 1777131603.0175
MEM 2189.136719 1777131603.1179
MEM 2195.511719 1777131603.2184
MEM 2202.511719 1777131603.3188
MEM 2209.636719 1777131603.4193
MEM 2216.761719 1777131603.5197
MEM 2224.511719 1777131603.6201
MEM 2232.011719 1777131603.7205
MEM 2239.011719 1777131603.8209
MEM 2246.261719 1777131603.9213
MEM 2253.136719 1777131604.0217
MEM 2260.511719 1777131604.1221
MEM 2267.136719 1777131604.2225
MEM 2274.761719 1777131604.3229
MEM 2282.636719 1777131604.4232
MEM 2290.386719 1777131604.5236
MEM 2298.261719 1777131604.6240
MEM 2305.886719 1777131604.7244
MEM 2311.886719 1777131604.8248
MEM 2316.511719 1777131604.9254
MEM 2323.511719 1777131605.0257
MEM 2331.011719 1777131605.1262
MEM 2338.511719 1777131605.2267
MEM 2346.011719 1777131605.3270
MEM 2353.886719 1777131605.4274
MEM 2361.136719 1777131605.5278
MEM 2367.761719 1777131605.6282
MEM 2374.636719 1777131605.7286
MEM 2381.761719 1777131605.8290
MEM 2388.761719 1777131605.9295
MEM 2396.386719 1777131606.0299
MEM 2404.011719 1777131606.1303
MEM 2411.636719 1777131606.2308
MEM 2418.386719 1777131606.3311
MEM 2425.886719 1777131606.4317
MEM 2433.011719 1777131606.5321
MEM 2440.886719 1777131606.6329
MEM 2448.261719 1777131606.7334
MEM 2455.386719 1777131606.8338
MEM 2462.636719 1777131606.9342
MEM 2470.011719 1777131607.0347
MEM 2477.136719 1777131607.1351
MEM 2485.136719 1777131607.2355
MEM 2492.886719 1777131607.3359
MEM 2500.886719 1777131607.4363
MEM 2508.886719 1777131607.5367
MEM 2517.011719 1777131607.6373
MEM 2524.511719 1777131607.7377
MEM 2531.636719 1777131607.8382
MEM 2538.761719 1777131607.9386
MEM 2546.261719 1777131608.0390
MEM 2551.136719 1777131608.1395
MEM 2557.761719 1777131608.2399
MEM 2564.261719 1777131608.3403
MEM 2571.386719 1777131608.4407
MEM 2578.886719 1777131608.5413
MEM 2586.636719 1777131608.6418
MEM 2593.761719 1777131608.7422
MEM 2601.136719 1777131608.8426
MEM 2607.511719 1777131608.9430
MEM 2614.761719 1777131609.0434
MEM 2622.261719 1777131609.1439
MEM 2629.761719 1777131609.2442
MEM 2632.761719 1777131609.3449
MEM 2632.761719 1777131609.4454
MEM 2632.761719 1777131609.5460
MEM 2632.761719 1777131609.6465
MEM 2632.761719 1777131609.7472
MEM 2632.761719 1777131609.8479
MEM 2632.761719 1777131609.9485
MEM 2632.761719 1777131610.0492
MEM 2632.761719 1777131610.1499
MEM 2632.761719 1777131610.2504
MEM 2632.761719 1777131610.3509
MEM 2632.761719 1777131610.4514
MEM 2632.761719 1777131610.5518
MEM 2632.761719 1777131610.6524
MEM 2632.761719 1777131610.7529
MEM 2632.761719 1777131610.8535
MEM 2632.761719 1777131610.9540
MEM 2632.761719 1777131611.0546
MEM 2632.761719 1777131611.1551
MEM 2632.761719 1777131611.2556
MEM 2632.761719 1777131611.3561
MEM 2632.761719 1777131611.4566
MEM 2632.761719 1777131611.5573
MEM 2632.761719 1777131611.6578
MEM 2632.761719 1777131611.7584
MEM 2632.761719 1777131611.8589
MEM 2632.761719 1777131611.9594
MEM 2632.761719 1777131612.0600
MEM 2632.761719 1777131612.1606
MEM 2632.761719 1777131612.2611
MEM 2632.761719 1777131612.3615
MEM 2632.761719 1777131612.4621
MEM 2632.761719 1777131612.5626
MEM 2632.761719 1777131612.6632
MEM 2632.761719 1777131612.7637
MEM 2632.761719 1777131612.8642
MEM 2632.761719 1777131612.9647
MEM 2632.761719 1777131613.0653
MEM 2632.761719 1777131613.1658
MEM 2632.761719 1777131613.2663
MEM 2632.761719 1777131613.3669
MEM 2637.386719 1777131613.4673
MEM 2645.261719 1777131613.5677
MEM 2652.511719 1777131613.6681
MEM 2660.761719 1777131613.7686
MEM 2668.636719 1777131613.8690
MEM 2675.386719 1777131613.9695
MEM 2682.886719 1777131614.0698
MEM 2690.636719 1777131614.1702
MEM 2698.136719 1777131614.2706
MEM 2705.886719 1777131614.3710
MEM 2712.511719 1777131614.4714
MEM 2720.261719 1777131614.5718
MEM 2727.761719 1777131614.6722
MEM 2736.011719 1777131614.7726
MEM 2743.386719 1777131614.8729
MEM 2750.011719 1777131614.9733
MEM 2757.261719 1777131615.0737
MEM 2765.261719 1777131615.1741
MEM 2772.636719 1777131615.2744
MEM 2780.261719 1777131615.3748
MEM 2787.761719 1777131615.4757
MEM 2794.636719 1777131615.5761
MEM 2802.761719 1777131615.6764
MEM 2810.261719 1777131615.7768
MEM 2817.386719 1777131615.8773
MEM 2822.886719 1777131615.9778
MEM 2829.136719 1777131616.0781
MEM 2835.136719 1777131616.1786
MEM 2841.261719 1777131616.2789
MEM 2848.261719 1777131616.3793
MEM 2854.886719 1777131616.4798
MEM 2861.886719 1777131616.5803
MEM 2869.386719 1777131616.6809
MEM 2876.761719 1777131616.7815
MEM 2884.386719 1777131616.8821
MEM 2891.261719 1777131616.9826
MEM 2898.511719 1777131617.0831
MEM 2905.886719 1777131617.1835
MEM 2913.761719 1777131617.2839
MEM 2921.261719 1777131617.3844
MEM 2928.386719 1777131617.4847
MEM 2935.761719 1777131617.5853
MEM 2943.261719 1777131617.6857
MEM 2950.636719 1777131617.7861
MEM 2958.136719 1777131617.8865
MEM 2964.886719 1777131617.9868
MEM 2972.136719 1777131618.0872
MEM 2979.511719 1777131618.1876
MEM 2987.386719 1777131618.2882
MEM 2995.136719 1777131618.3886
MEM 3002.511719 1777131618.4891
MEM 3009.011719 1777131618.5895
MEM 3016.761719 1777131618.6898
MEM 3024.636719 1777131618.7903
MEM 3032.511719 1777131618.8906
MEM 3039.511719 1777131618.9911
MEM 3046.886719 1777131619.0915
MEM 3054.136719 1777131619.1919
MEM 3061.886719 1777131619.2925
MEM 3069.261719 1777131619.3930
MEM 3077.011719 1777131619.4936
MEM 3084.511719 1777131619.5940
MEM 3092.011719 1777131619.6944
MEM 3101.636719 1777131619.7948
MEM 3108.886719 1777131619.8952
MEM 3115.511719 1777131619.9960
MEM 3122.511719 1777131620.0966
MEM 3129.761719 1777131620.1970
MEM 3137.136719 1777131620.2974
MEM 3144.511719 1777131620.3978
MEM 3151.886719 1777131620.4983
MEM 3158.011719 1777131620.5988
MEM 3165.636719 1777131620.6992
MEM 3173.511719 1777131620.7997
MEM 3181.011719 1777131620.9000
MEM 3187.886719 1777131621.0005
MEM 3195.386719 1777131621.1009
MEM 3202.886719 1777131621.2015
MEM 3210.761719 1777131621.3019
MEM 3212.261719 1777131621.4024
MEM 3212.261719 1777131621.5030
MEM 3212.261719 1777131621.6036
MEM 3212.261719 1777131621.7041
MEM 3212.261719 1777131621.8047
MEM 3212.261719 1777131621.9056
MEM 3212.261719 1777131622.0061
MEM 3212.261719 1777131622.1066
MEM 3212.261719 1777131622.2072
MEM 3212.261719 1777131622.3077
MEM 3212.261719 1777131622.4082
MEM 3212.261719 1777131622.5088
MEM 3212.261719 1777131622.6094
MEM 3212.261719 1777131622.7099
MEM 3212.261719 1777131622.8105
MEM 3212.261719 1777131622.9110
MEM 3212.261719 1777131623.0115
MEM 3212.261719 1777131623.1121
MEM 3212.261719 1777131623.2127
MEM 3212.261719 1777131623.3132
MEM 3212.261719 1777131623.4137
MEM 3212.261719 1777131623.5142
MEM 3212.261719 1777131623.6148
MEM 3212.261719 1777131623.7154
MEM 3212.261719 1777131623.8158
MEM 3212.261719 1777131623.9163
MEM 3212.261719 1777131624.0168
MEM 3212.261719 1777131624.1174
MEM 3212.261719 1777131624.2180
MEM 3212.261719 1777131624.3187
MEM 3212.261719 1777131624.4192
MEM 3212.261719 1777131624.5198
MEM 3212.261719 1777131624.6203
MEM 3212.261719 1777131624.7209
MEM 3212.261719 1777131624.8215
MEM 3212.261719 1777131624.9220
MEM 3212.261719 1777131625.0226
MEM 3212.261719 1777131625.1230
MEM 3212.261719 1777131625.2236
MEM 3212.261719 1777131625.3241
MEM 3212.261719 1777131625.4246
MEM 3212.261719 1777131625.5251
MEM 3212.261719 1777131625.6256
MEM 3212.261719 1777131625.7261
MEM 3212.261719 1777131625.8267
MEM 3212.261719 1777131625.9272
MEM 3212.261719 1777131626.0279
MEM 3212.261719 1777131626.1284
MEM 3212.261719 1777131626.2289
MEM 3212.261719 1777131626.3295
MEM 3216.136719 1777131626.4299
MEM 3223.386719 1777131626.5303
MEM 3230.886719 1777131626.6307
MEM 3237.511719 1777131626.7311
MEM 3245.136719 1777131626.8315
MEM 3252.511719 1777131626.9320
MEM 3259.261719 1777131627.0324
MEM 3267.011719 1777131627.1328
MEM 3274.761719 1777131627.2333
MEM 3282.136719 1777131627.3336
MEM 3289.886719 1777131627.4340
MEM 3297.261719 1777131627.5345
MEM 3305.386719 1777131627.6349
MEM 3312.886719 1777131627.7353
MEM 3320.511719 1777131627.8358
MEM 3327.761719 1777131627.9362
MEM 3334.386719 1777131628.0366
MEM 3341.761719 1777131628.1370
MEM 3348.886719 1777131628.2374
MEM 3356.636719 1777131628.3378
MEM 3364.511719 1777131628.4382
MEM 3372.011719 1777131628.5386
MEM 3379.636719 1777131628.6390
MEM 3386.886719 1777131628.7395
MEM 3394.136719 1777131628.8399
MEM 3401.761719 1777131628.9405
MEM 3409.011719 1777131629.0409
MEM 3416.761719 1777131629.1413
MEM 3424.636719 1777131629.2417
MEM 3432.386719 1777131629.3421
MEM 3439.636719 1777131629.4426
MEM 3446.886719 1777131629.5430
MEM 3454.386719 1777131629.6433
MEM 3462.011719 1777131629.7439
MEM 3469.511719 1777131629.8446
MEM 3476.886719 1777131629.9451
MEM 3483.886719 1777131630.0456
MEM 3491.511719 1777131630.1461
MEM 3499.136719 1777131630.2464
MEM 3506.636719 1777131630.3469
MEM 3514.136719 1777131630.4474
MEM 3521.261719 1777131630.5478
MEM 3528.386719 1777131630.6483
MEM 3536.136719 1777131630.7488
MEM 3542.511719 1777131630.8493
MEM 3549.886719 1777131630.9497
MEM 3556.886719 1777131631.0501
MEM 3564.011719 1777131631.1505
MEM 3571.511719 1777131631.2508
MEM 3579.011719 1777131631.3513
MEM 3586.761719 1777131631.4519
MEM 3594.011719 1777131631.5524
MEM 3601.636719 1777131631.6530
MEM 3609.386719 1777131631.7534
MEM 3617.011719 1777131631.8538
MEM 3624.761719 1777131631.9542
MEM 3630.886719 1777131632.0546
MEM 3636.761719 1777131632.1551
MEM 3638.386719 1777131632.2556
MEM 3643.511719 1777131632.3560
MEM 3649.511719 1777131632.4563
MEM 3654.886719 1777131632.5568
MEM 3660.386719 1777131632.6573
MEM 3666.636719 1777131632.7576
MEM 3672.011719 1777131632.8580
MEM 3677.511719 1777131632.9585
MEM 3683.136719 1777131633.0592
MEM 3689.386719 1777131633.1599
MEM 3695.386719 1777131633.2609
MEM 3702.011719 1777131633.3617
MEM 3705.761719 1777131633.4630
MEM 3712.261719 1777131633.5635
MEM 3716.511719 1777131633.6639
MEM 3721.386719 1777131633.7644
MEM 3726.511719 1777131633.8655
MEM 3731.511719 1777131633.9661
MEM 3735.511719 1777131634.0666
MEM 3739.386719 1777131634.1670
MEM 3744.011719 1777131634.2677
MEM 3747.761719 1777131634.3684
MEM 3753.011719 1777131634.4688
MEM 3759.136719 1777131634.5692
MEM 3764.636719 1777131634.6698
MEM 3770.386719 1777131634.7702
MEM 3773.761719 1777131634.8706
MEM 3777.136719 1777131634.9710
MEM 3782.261719 1777131635.0715
MEM 3786.761719 1777131635.1720
MEM 3788.761719 1777131635.2725
MEM 3791.636719 1777131635.3730
MEM 3794.011719 1777131635.4735
MEM 3797.136719 1777131635.5740
MEM 3802.636719 1777131635.6744
MEM 3809.011719 1777131635.7748
MEM 3814.886719 1777131635.8754
